SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
50,3,7,5,39,Arkansas,Dallas County,6481,6444,6309,6196,6185,-37,-135,-113,-11,15,72,57,57,27,135,119,120,-12,-63,-62,-63,0,-1,-1,-1,-23,-70,-49,54,-23,-71,-50,53,-2,-1,-1,-1,232,232,232,232,232,11.29146083,9.116353459,9.207656894,21.17148906,19.03238705,19.38454083,-9.880028229,-9.916033587,-10.17688394,-0.156825845,-0.159936026,-0.16153784,-10.97780914,-7.836865254,8.723043373,-11.13463499,-7.996801279,8.561505533
50,3,7,5,41,Arkansas,Desha County,11398,11324,11048,10758,10479,-74,-276,-290,-279,27,115,111,113,39,194,178,164,-12,-79,-67,-51,1,12,6,9,-58,-203,-235,-235,-57,-191,-229,-226,-5,-6,6,-2,42,42,42,42,42,10.28070803,10.18068422,10.6418044,17.34310746,16.3257819,15.44474267,-7.062399428,-6.14509768,-4.802938268,1.072769533,0.550307255,0.847577341,-18.14768461,-21.55370082,-22.13118614,-17.07491507,-21.00339356,-21.2836088
50,3,7,5,43,Arkansas,Drew County,17345,17313,17057,16912,16945,-32,-256,-145,33,64,199,195,193,65,268,233,226,-1,-69,-38,-33,0,-1,8,9,-34,-186,-112,56,-34,-187,-104,65,3,0,-3,1,616,615,589,588,590,11.57986616,11.48105626,11.40089199,15.59499564,13.7183903,13.3502673,-4.015129473,-2.23733404,-1.949375314,-0.058190282,0.471017693,0.531647813,-10.82339249,-6.594247696,3.308030836,-10.88158278,-6.123230004,3.839678648
50,3,7,5,45,Arkansas,Faulkner County,123493,123820,125608,127565,129951,327,1788,1957,2386,379,1434,1469,1468,250,1212,1247,1117,129,222,222,351,3,76,120,145,153,1475,1616,1892,156,1551,1736,2037,42,15,-1,-2,4738,4741,4950,5099,5105,11.49830813,11.60471298,11.40123332,9.718235322,9.85097147,8.675189115,1.780072807,1.753741513,2.726044207,0.609394294,0.947968385,1.126143618,11.82706031,12.76597426,14.69423259,12.43645461,13.71394264,15.82037621
50,3,7,5,47,Arkansas,Franklin County,17103,17139,17166,17270,17468,36,27,104,198,47,187,189,188,62,282,278,258,-15,-95,-89,-70,0,1,0,0,51,112,195,270,51,113,195,270,0,9,-2,-2,277,277,277,277,277,10.90220085,10.97688466,10.82388163,16.44075208,16.14589383,14.85405032,-5.538551232,-5.169009176,-4.030168691,0.058300539,0,0,6.529660399,11.32535718,15.54493638,6.587960939,11.32535718,15.54493638
50,3,7,5,49,Arkansas,Fulton County,12074,12054,12147,12355,12421,-20,93,208,66,26,118,118,117,42,247,250,235,-16,-129,-132,-118,1,3,-1,-1,-7,223,328,184,-6,226,327,183,2,-4,13,1,162,162,162,162,162,9.751663154,9.631866786,9.44462383,20.41237965,20.40649743,18.96997094,-10.6607165,-10.77463064,-9.52534711,0.24792364,-0.08162599,-0.080723281,18.42899054,26.77332463,14.85308363,18.67691418,26.69169864,14.77236035
50,3,7,5,51,Arkansas,Garland County,100173,100258,100393,99982,99784,85,135,-411,-198,230,956,969,970,353,1690,1763,1535,-123,-734,-794,-565,2,40,55,74,204,806,372,295,206,846,427,369,2,23,-44,-2,1650,1650,1650,1652,1652,9.52898316,9.671865253,9.711362294,16.84516898,17.59700561,15.36798054,-7.316185815,-7.925140362,-5.656618243,0.398702224,0.54897068,0.740866814,8.033849819,3.713038054,2.953455543,8.432552043,4.262008734,3.694322357
50,3,7,5,53,Arkansas,Grant County,17960,18018,18123,18129,18383,58,105,6,254,46,205,183,184,39,291,284,258,7,-86,-101,-74,0,2,7,7,50,184,107,324,50,186,114,331,1,5,-7,-3,152,152,152,152,152,11.34445644,10.0959947,10.07887818,16.10359426,15.66810107,14.13234005,-4.759137821,-5.572106367,-4.053461876,0.110677624,0.38618559,0.383435583,10.18234139,5.903122586,17.74758983,10.29301901,6.289308176,18.13102542
50,3,7,5,55,Arkansas,Greene County,45738,45864,46341,46408,46743,126,477,67,335,151,523,523,526,115,609,622,562,36,-86,-99,-36,0,-3,4,6,82,559,185,361,82,556,189,367,8,7,-23,4,849,849,849,849,849,11.34428719,11.27774963,11.29349121,13.20969579,13.41254353,12.06642978,-1.8654086,-2.134793906,-0.772938562,-0.065072393,0.086254299,0.128823094,12.1251559,3.98926134,7.750856137,12.06008351,4.075515639,7.879679231
50,3,7,5,57,Arkansas,Hempstead County,20069,19989,19667,19481,19343,-80,-322,-186,-138,54,247,309,214,61,292,289,281,-7,-45,20,-67,0,2,6,17,-71,-277,-209,-91,-71,-275,-203,-74,-2,-2,-3,3,293,293,293,293,293,12.45713133,15.78624706,11.0241088,14.72664918,14.7644835,14.47558211,-2.269517854,1.021763564,-3.451473315,0.10086746,0.306529069,0.875746961,-13.97014323,-10.67742924,-4.687821966,-13.86927577,-10.37090017,-3.812075005
50,3,7,5,59,Arkansas,Hot Spring County,33044,33075,33079,33149,33258,31,4,70,109,74,298,308,304,101,552,529,475,-27,-254,-221,-171,0,4,-1,-1,52,245,292,279,52,249,291,278,6,9,0,2,2357,2353,2321,2414,2577,9.009281374,9.301201909,9.155661301,16.68833328,15.97511627,14.30572078,-7.679051909,-6.673914356,-5.150059482,0.120929951,-0.030198707,-0.030117307,7.406959519,8.818022589,8.402728628,7.52788947,8.787823881,8.372611321
50,3,7,5,61,Arkansas,Howard County,12786,12757,12695,12622,12533,-29,-62,-73,-89,30,159,202,139,38,190,182,175,-8,-31,20,-36,0,2,2,4,-22,-40,-95,-58,-22,-38,-93,-54,1,7,0,1,172,172,172,172,172,12.49410655,15.95765691,11.05148082,14.93006444,14.37769088,13.91373484,-2.435957882,1.579966031,-2.862254025,0.157158573,0.157996603,0.318028225,-3.14317146,-7.504838646,-4.611409263,-2.986012887,-7.346842043,-4.293381038
50,3,7,5,63,Arkansas,Independence County,37931,37940,38100,38254,38320,9,160,154,66,109,438,471,474,103,553,544,487,6,-115,-73,-13,0,2,1,2,-9,270,243,78,-9,272,244,80,12,3,-17,-1,850,850,1226,1183,1183,11.5202525,12.33727113,12.38018126,14.54497633,14.24941719,12.7197221,-3.02472383,-1.912146057,-0.339540836,0.052603893,0.026193782,0.052237052,7.101525513,6.365088928,2.037245018,7.154129406,6.39128271,2.08948207
50,3,7,5,65,Arkansas,Izard County,13578,13602,13921,14029,14169,24,319,108,140,33,103,114,113,48,260,259,238,-15,-157,-145,-125,0,-1,-2,-2,43,500,253,266,43,499,251,264,-4,-23,2,1,1125,1125,1176,1162,1210,7.484649203,8.157423971,8.014752819,18.89328925,18.53309481,16.88062983,-11.40864005,-10.37567084,-8.865877013,-0.072666497,-0.143112701,-0.141854032,36.33324856,18.10375671,18.86658628,36.26058206,17.96064401,18.72473225
50,3,7,5,67,Arkansas,Jackson County,16765,16761,16781,16654,16784,-4,20,-127,130,41,149,154,157,56,290,257,252,-15,-141,-103,-95,0,0,6,7,6,159,-20,217,6,159,-14,224,5,2,-10,1,2350,2350,2361,2377,2498,8.884383758,9.211903694,9.390513787,17.29175362,15.37311201,15.07267181,-8.407369865,-6.161208315,-5.682158024,0,0.358905339,0.418685328,9.480651124,-1.196351129,12.97924517,9.480651124,-0.83744579,13.3979305
50,3,7,5,69,Arkansas,Jefferson County,67258,66830,65637,64295,63661,-428,-1193,-1342,-634,198,757,707,723,257,1044,997,916,-59,-287,-290,-193,2,24,54,83,-339,-915,-1133,-524,-337,-891,-1079,-441,-32,-15,27,0,5589,5584,5405,5437,5488,11.42926163,10.88261552,11.30075964,15.7624163,15.34648893,14.31742161,-4.333154672,-4.463873411,-3.016661978,0.362354398,0.831204014,1.297320954,-13.81476141,-17.43989164,-8.190315421,-13.45240701,-16.60868762,-6.892994467
50,3,7,5,71,Arkansas,Johnson County,25749,25724,25957,25970,26129,-25,233,13,159,76,294,298,296,71,340,357,334,5,-46,-59,-38,0,11,18,20,-33,261,70,177,-33,272,88,197,3,7,-16,0,454,454,516,541,541,11.37748883,11.47765132,11.36298202,13.15764014,13.75007222,12.82174322,-1.780151313,-2.272420899,-1.458761205,0.425688357,0.693280952,0.767769055,10.10042375,2.696092592,6.794756137,10.52611211,3.389373544,7.562525192
50,3,7,5,73,Arkansas,Lafayette County,6305,6293,6159,6129,6095,-12,-134,-30,-34,14,66,68,42,25,120,106,106,-11,-54,-38,-64,0,7,18,28,-1,-88,-6,3,-1,-81,12,31,0,1,-4,-1,59,59,59,59,59,10.60070671,11.06770833,6.871727749,19.27401221,17.25260417,17.34293194,-8.673305493,-6.184895833,-10.47120419,1.124317379,2.9296875,4.581151833,-14.13427562,-0.9765625,0.490837696,-13.00995824,1.953125,5.071989529
50,3,7,5,75,Arkansas,Lawrence County,16221,16218,16329,16194,16318,-3,111,-135,124,38,174,198,192,62,259,254,239,-24,-85,-56,-47,0,3,8,9,19,193,-77,164,19,196,-69,173,2,0,-10,-2,601,601,595,548,549,10.6922297,12.17599852,11.81102362,15.91544536,15.61971528,14.70226378,-5.223215657,-3.443716754,-2.891240157,0.184348788,0.491959536,0.553641732,11.85977202,-4.735110537,10.08858268,12.04412081,-4.243151001,10.64222441
50,3,7,5,77,Arkansas,Lee County,8593,8526,8560,8367,8201,-67,34,-193,-166,23,80,80,82,36,167,150,139,-13,-87,-70,-57,1,6,5,11,-51,119,-132,-118,-50,125,-127,-107,-4,-4,4,-2,1632,1632,1632,1641,1709,9.3643919,9.452354227,9.89859971,19.54816809,17.72316418,16.77933366,-10.18377619,-8.270809949,-6.880733945,0.702329393,0.590772139,1.327860937,13.92953295,-15.59638447,-14.24432641,14.63186234,-15.00561234,-12.91646548
50,3,7,5,79,Arkansas,Lincoln County,12936,12890,13168,12910,12898,-46,278,-258,-12,27,109,101,100,51,176,178,170,-24,-67,-77,-70,0,2,-1,-2,-23,360,-187,59,-23,362,-188,57,1,-17,7,1,3732,3732,3850,3887,4001,8.365952874,7.745992791,7.749535028,13.50832758,13.65135363,13.17420955,-5.142374703,-5.905360841,-5.42467452,0.153503723,-0.076692998,-0.154990701,27.63067004,-14.34159061,4.572225667,27.78417377,-14.41828361,4.417234966
50,3,7,5,81,Arkansas,Little River County,12026,11974,11973,11865,11805,-52,-1,-108,-60,29,162,147,95,47,219,201,194,-18,-57,-54,-99,0,0,-2,-2,-33,53,-43,41,-33,53,-45,39,-1,3,-9,0,174,174,174,174,174,13.52987848,12.33324943,8.027038445,18.29039128,16.86383086,16.39205746,-4.760512799,-4.530581425,-8.365019011,0,-0.167799312,-0.168990283,4.426441726,-3.607685208,3.464300803,4.426441726,-3.775484521,3.29531052
50,3,7,5,83,Arkansas,Logan County,21128,21100,21229,21258,21400,-28,129,29,142,44,250,258,260,75,361,386,362,-31,-111,-128,-102,0,1,1,2,0,235,153,244,0,236,154,246,3,4,3,-2,370,370,370,370,370,11.81223275,12.14489138,12.18997609,17.05686409,18.17026385,16.97219748,-5.24463134,-6.025372467,-4.782221389,0.047248931,0.047073222,0.093769047,11.10349878,7.202203027,11.43982371,11.15074771,7.249276249,11.53359276
50,3,7,5,85,Arkansas,Lonoke County,74012,74055,74770,75199,75944,43,715,429,745,175,844,891,886,194,829,861,789,-19,15,30,97,0,15,26,43,34,660,420,606,34,675,446,649,28,25,-47,-1,720,720,720,720,720,11.34218041,11.88245571,11.72399648,11.14060138,11.48237302,10.44044382,0.201579036,0.400082684,1.283552662,0.201579036,0.346738326,0.568997572,8.869477574,5.601157573,8.018896012,9.07105661,5.947895899,8.587893584
50,3,7,5,87,Arkansas,Madison County,16519,16545,16944,17463,17775,26,399,519,312,39,231,219,217,39,231,260,248,0,0,-41,-31,0,3,13,13,24,407,530,331,24,410,543,344,2,-11,17,-1,149,149,149,149,149,13.79557467,12.72996774,12.3162495,13.79557467,15.11320371,14.07571372,0,-2.383235969,-1.759464215,0.179163307,0.755660185,0.737839832,24.3064887,30.80768448,18.78653726,24.48565201,31.56334467,19.52437709
50,3,7,5,89,Arkansas,Marion County,16828,16873,16984,17289,17514,45,111,305,225,26,131,139,137,62,312,316,301,-36,-181,-177,-164,0,0,-2,-2,89,303,462,392,89,303,460,390,-8,-11,22,-1,159,159,159,159,159,7.738429276,8.111341289,7.872884521,18.43045751,18.44017156,17.29735942,-10.69202824,-10.32883027,-9.424474902,0,-0.116709947,-0.114932621,17.8988097,26.95999767,22.52679367,17.8988097,26.84328772,22.41186105
50,3,7,5,91,Arkansas,Miller County,42599,42588,42494,42608,42415,-11,-94,114,-193,132,499,621,356,139,628,641,573,-7,-129,-20,-217,0,-5,-29,-29,-16,13,174,52,-16,8,145,23,12,27,-11,1,1375,1375,1236,1467,1511,11.72986061,14.5942516,8.374204627,14.76222938,15.06427581,13.47870576,-3.032368774,-0.470024206,-5.104501135,-0.117533673,-0.681535099,-0.682168354,0.305587551,4.089210594,1.223198429,0.188053877,3.407675495,0.541030074
50,3,7,5,93,Arkansas,Mississippi County,40682,40538,39534,38863,38663,-144,-1004,-671,-200,139,536,530,526,135,682,610,571,4,-146,-80,-45,0,5,16,17,-141,-834,-617,-173,-141,-829,-601,-156,-7,-29,10,1,778,778,733,797,840,13.38795084,13.52092555,13.56964115,17.0346688,15.56181997,14.73054201,-3.646717954,-2.040894422,-1.160900859,0.124887601,0.408178884,0.438562547,-20.83125187,-15.74039823,-4.463018858,-20.70636427,-15.33221935,-4.024456311
50,3,7,5,95,Arkansas,Monroe County,6802,6776,6648,6568,6512,-26,-128,-80,-56,24,69,85,86,21,153,137,134,3,-84,-52,-48,0,-1,0,0,-26,-42,-27,-8,-26,-43,-27,-8,-3,-1,-1,0,79,79,79,79,79,10.28009535,12.86319613,13.1498471,22.79499404,20.73244552,20.48929664,-12.51489869,-7.869249395,-7.339449541,-0.148986889,0,0,-6.257449344,-4.085956416,-1.22324159,-6.406436234,-4.085956416,-1.22324159
50,3,7,5,97,Arkansas,Montgomery County,8482,8485,8635,8543,8620,3,150,-92,77,23,95,78,80,30,180,175,162,-7,-85,-97,-82,0,0,-1,-1,10,246,9,163,10,246,8,162,0,-11,-3,-3,118,118,118,118,118,11.09813084,9.081383165,9.322379537,21.02803738,20.37489813,18.87781856,-9.929906542,-11.29351496,-9.555439026,0,-0.116427989,-0.116529744,28.73831776,1.047851904,18.99434831,28.73831776,0.931423914,18.87781856
50,3,7,5,99,Arkansas,Nevada County,8312,8284,8184,8179,8120,-28,-100,-5,-59,16,72,79,75,30,132,122,121,-14,-60,-43,-46,0,0,-2,-2,-14,-41,42,-10,-14,-41,40,-12,0,1,-2,-1,194,194,194,194,194,8.744231236,9.655931064,9.20301859,16.0310906,14.91169101,14.84753666,-7.286859364,-5.255759946,-5.644518069,0,-0.244453951,-0.245413829,-4.979353898,5.133532971,-1.227069145,-4.979353898,4.88907902,-1.472482974
50,3,7,5,101,Arkansas,Newton County,7228,7196,7167,7101,7071,-32,-29,-66,-30,15,59,67,67,33,144,132,123,-18,-85,-65,-56,0,0,0,0,-12,55,0,26,-12,55,0,26,-2,1,-1,0,65,65,65,65,65,8.215553854,9.391645641,9.455263901,20.05152127,18.50294365,17.35817104,-11.83596742,-9.11129801,-7.902907141,0,0,0,7.658567152,0,3.669206887,7.658567152,0,3.669206887
50,3,7,5,103,Arkansas,Ouachita County,22647,22615,22312,21994,21793,-32,-303,-318,-201,70,235,249,247,84,423,402,370,-14,-188,-153,-123,0,0,0,0,-24,-125,-159,-79,-24,-125,-159,-79,6,10,-6,1,371,371,371,371,371,10.46141519,11.24001264,11.28188732,18.83054733,18.14652643,16.89999315,-8.369132148,-6.90651379,-5.61810583,0,0,0,-5.564582545,-7.177357469,-3.608376916,-5.564582545,-7.177357469,-3.608376916
50,3,7,5,105,Arkansas,Perry County,10018,9997,9995,10073,10184,-21,-2,78,111,23,84,99,99,37,131,155,151,-14,-47,-56,-52,0,1,5,6,-9,38,127,157,-9,39,132,163,2,6,2,0,90,90,90,90,90,8.403361345,9.866454056,9.774398973,13.1052421,15.44747857,14.90842672,-4.701880752,-5.581024517,-5.134027743,0.100040016,0.49830576,0.592387817,3.801520608,12.65696632,15.50081453,3.901560624,13.15527208,16.09320235
50,3,7,5,107,Arkansas,Phillips County,16571,16440,15825,15350,14961,-131,-615,-475,-389,40,233,207,208,75,337,292,278,-35,-104,-85,-70,0,0,27,31,-85,-490,-428,-350,-85,-490,-401,-319,-11,-21,11,0,215,215,215,215,215,14.44289478,13.27987169,13.72439049,20.88950876,18.7329591,18.34317575,-6.446613978,-5.45308741,-4.618785259,0,1.732157177,2.045462044,-30.3734697,-27.45789896,-23.0939263,-30.3734697,-25.72574178,-21.04846425
50,3,7,5,109,Arkansas,Pike County,10169,10162,10114,10159,10208,-7,-48,45,49,27,122,115,113,31,168,180,170,-4,-46,-65,-57,0,0,2,2,-4,-5,114,105,-4,-5,116,107,1,3,-6,-1,221,221,221,221,221,12.03393174,11.34513886,11.0963814,16.57131584,17.75760864,16.69367114,-4.537384099,-6.412469787,-5.597289733,0,0.197306763,0.196396131,-0.493193924,11.24648547,10.31079688,-0.493193924,11.44379224,10.50719301
50,3,7,5,111,Arkansas,Poinsett County,22965,22954,22691,22453,22397,-11,-263,-238,-56,81,272,292,292,67,452,425,398,14,-180,-133,-106,0,8,27,35,-26,-105,-130,15,-26,-97,-103,50,1,14,-2,0,309,309,309,309,313,11.91806332,12.93638136,13.02118172,19.80501698,18.82863725,17.74804905,-7.886953664,-5.892255892,-4.726867336,0.350531274,1.196172249,1.560758083,-4.600722971,-5.759347865,0.668896321,-4.250191697,-4.563175616,2.229654404
50,3,7,5,113,Arkansas,Polk County,19213,19177,19333,19334,19436,-36,156,1,102,52,204,204,202,65,340,357,316,-13,-136,-153,-114,0,2,5,11,-25,292,148,208,-25,294,153,219,2,-2,1,-3,96,96,96,96,96,10.59465074,10.55163318,10.42042817,17.65775123,18.46535806,16.30126386,-7.063100493,-7.913724882,-5.880835698,0.103869125,0.25861846,0.567449059,15.16489224,7.655106422,10.72994583,15.26876136,7.913724882,11.29739489
50,3,7,5,115,Arkansas,Pope County,63384,63410,63778,64053,64593,26,368,275,540,175,696,730,729,182,770,760,682,-7,-74,-30,47,0,19,20,23,10,387,313,478,10,406,333,501,23,36,-28,-8,2770,2769,2606,2600,2603,10.94442872,11.42132972,11.33342661,12.10806051,11.89069944,10.6027393,-1.163631789,-0.469369715,0.730687313,0.298770324,0.312913143,0.357570387,6.085479762,4.89709069,7.431245433,6.384250087,5.210003833,7.78881582
50,3,7,5,117,Arkansas,Prairie County,8287,8249,8095,8077,8036,-38,-154,-18,-41,15,69,79,79,33,152,151,143,-18,-83,-72,-64,0,0,-1,-1,-19,-72,57,23,-19,-72,56,22,-1,1,-2,1,135,135,135,135,135,8.443465492,9.769972793,9.805746912,18.6000979,18.67425179,17.74964315,-10.1566324,-8.904279001,-7.943896233,0,-0.123670542,-0.124123379,-8.810572687,7.049220876,2.854837709,-8.810572687,6.925550334,2.73071433
50,3,7,5,119,Arkansas,Pulaski County,399125,399274,398108,399387,400009,149,-1166,1279,622,1188,4935,4979,5002,1085,4723,4737,4064,103,212,242,938,17,167,378,489,-116,-1758,804,-804,-99,-1591,1182,-315,145,213,-145,-1,8904,8903,8810,9347,9372,12.37800703,12.48659866,12.51444841,11.84626691,11.87969831,10.1676766,0.53174012,0.606900357,2.346771813,0.418870755,0.947968326,1.223423685,-4.409429859,2.016313582,-2.011518697,-3.990559105,2.964281908,-0.788095012
50,3,7,5,121,Arkansas,Randolph County,18574,18595,18839,18852,18907,21,244,13,55,54,218,259,246,59,303,285,265,-5,-85,-26,-19,0,25,30,32,21,305,20,41,21,330,50,73,5,-1,-11,1,338,338,338,338,338,11.64716568,13.74333395,13.03000609,16.18849175,15.12297365,14.03638868,-4.541326067,-1.379639702,-1.006382584,1.335684137,1.591891964,1.694960142,16.29534648,1.061261309,2.171667682,17.63103061,2.653153273,3.866627824
50,3,7,5,123,Arkansas,St. Francis County,23094,23021,22715,22402,22101,-73,-306,-313,-301,60,300,282,269,79,321,344,329,-19,-21,-62,-60,0,24,38,42,-53,-308,-285,-282,-53,-284,-247,-240,-1,-1,-4,-1,3432,3432,3433,3432,3436,13.11876859,12.50083117,12.08907265,14.03708239,15.24924086,14.78552008,-0.918313801,-2.74840969,-2.696447431,1.049501487,1.684509165,1.887513201,-13.46860241,-12.63381874,-12.67330292,-12.41910093,-10.94930957,-10.78578972
50,3,7,5,125,Arkansas,Saline County,123430,123826,125382,127415,129574,396,1556,2033,2159,332,1331,1417,1414,295,1472,1575,1385,37,-141,-158,29,1,14,58,86,352,1681,2114,2050,353,1695,2172,2136,6,2,19,-6,1289,1289,1251,1288,1290,10.68184007,11.21057608,11.00436205,11.81342493,12.46059091,10.77867146,-1.131584861,-1.250014834,0.225690594,0.112355944,0.458866205,0.669289347,13.49073866,16.72488202,15.95399025,13.6030946,17.18374823,16.6232796
50,3,7,5,127,Arkansas,Scott County,9838,9834,9795,9796,9851,-4,-39,1,55,33,110,121,122,32,175,186,178,1,-65,-65,-56,0,0,1,1,-6,23,68,107,-6,23,69,108,1,3,-3,3,130,130,130,130,130,11.20790667,12.35261089,12.41919886,17.83076061,18.98831096,18.11981473,-6.622853941,-6.635700066,-5.70061587,0,0.102087693,0.101796712,2.343471394,6.941963146,10.89224818,2.343471394,7.04405084,10.99404489
50,3,7,5,129,Arkansas,Searcy County,7828,7840,7893,7906,7806,12,53,13,-100,25,72,72,74,24,141,159,154,1,-69,-87,-80,0,1,1,1,10,124,99,-21,10,125,100,-20,1,-3,0,0,59,59,59,59,59,9.152736287,9.114500918,9.419551935,17.92410856,20.12785619,19.60285132,-8.771372275,-11.01335528,-10.18329939,0.127121337,0.126590291,0.127291242,15.76304583,12.53243876,-2.67311609,15.89016717,12.65902905,-2.545824847
50,3,7,5,131,Arkansas,Sebastian County,127797,127808,128342,129109,129098,11,534,767,-11,373,1545,1614,1604,336,1737,1692,1511,37,-192,-78,93,4,69,124,181,-66,587,736,-286,-62,656,860,-105,36,70,-15,1,1810,1810,1825,1997,2012,12.06324419,12.53830826,12.42414032,13.5623658,13.14424881,11.70378805,-1.499121608,-0.605940548,0.720352276,0.538746828,0.963290102,1.401975934,4.583252001,5.717592862,-2.21527689,5.121998829,6.680882964,-0.813300956
50,3,7,5,133,Arkansas,Sevier County,15839,15778,15714,15738,15632,-61,-64,24,-106,48,221,262,180,40,228,215,201,8,-7,47,-21,1,5,-2,5,-68,-69,-14,-91,-67,-64,-16,-86,-2,7,-7,1,110,110,110,110,110,14.03531056,16.66030777,11.47593242,14.4798679,13.67162661,12.8147912,-0.444557348,2.988681165,-1.338858782,0.317540963,-0.127177922,0.318775901,-4.382065286,-0.890245453,-5.80172139,-4.064524324,-1.017423375,-5.482945489
50,3,7,5,135,Arkansas,Sharp County,17274,17314,17691,17836,17968,40,377,145,132,45,180,186,180,64,315,336,302,-19,-135,-150,-122,0,1,0,0,63,532,284,254,63,533,284,254,-4,-21,11,0,179,179,179,179,179,10.28424511,10.47090945,10.05474249,17.99742894,18.91519126,16.86962351,-7.713183831,-8.444281814,-6.814881019,0.057134695,0,0,30.39565776,15.98784023,14.18835884,30.45279246,15.98784023,14.18835884
50,3,7,5,137,Arkansas,Stone County,12354,12349,12441,12585,12671,-5,92,144,86,25,119,126,126,60,225,244,220,-35,-106,-118,-94,0,-2,-6,-6,32,204,262,188,32,202,256,182,-2,-4,6,-2,136,136,136,136,136,9.600645422,10.06952769,9.977827051,18.15248084,19.49972029,17.42160279,-8.551835418,-9.4301926,-7.443775736,-0.161355385,-0.479501319,-0.475134621,16.45824929,20.93822425,14.88755147,16.29689391,20.45872293,14.41241685
50,3,7,5,139,Arkansas,Union County,39050,38931,38375,37813,37397,-119,-556,-562,-416,99,440,467,462,149,635,618,573,-50,-195,-151,-111,0,6,37,53,-71,-369,-458,-358,-71,-363,-421,-305,2,2,10,0,618,618,618,618,618,11.38333377,12.25914842,12.28560032,16.42822032,16.22302725,15.23733546,-5.044886555,-3.963878826,-2.951735142,0.155227279,0.971281567,1.40938705,-9.546477634,-12.02289074,-9.520010637,-9.391250356,-11.05160918,-8.110623587
50,3,7,5,141,Arkansas,Van Buren County,15795,15799,15777,16103,16142,4,-22,326,39,36,137,141,140,64,270,324,298,-28,-133,-183,-158,0,2,7,7,33,105,485,189,33,107,492,196,-1,4,17,1,61,61,61,61,61,8.677476565,8.845671267,8.683516824,17.10159615,20.32622334,18.48348581,-8.424119584,-11.48055207,-9.799968987,0.12667849,0.439146801,0.434175841,6.650620725,30.42659975,11.72274771,6.777299215,30.86574655,12.15692355
50,3,7,5,143,Arkansas,Washington County,245866,246774,251767,256682,261549,908,4993,4915,4867,741,3059,3244,3279,467,1987,2106,1869,274,1072,1138,1410,17,248,912,1125,591,3720,2788,2296,608,3968,3700,3421,26,-47,77,36,9553,9542,10788,11095,11102,12.27180914,12.76037518,12.6545884,7.971260137,8.284016686,7.212999608,4.300549002,4.476358494,5.44158879,0.994903127,3.587380445,4.341693183,14.92354691,10.96668496,8.860913377,15.91845004,14.5540654,13.20260656
50,3,7,5,145,Arkansas,White County,76824,76860,77109,77616,78452,36,249,507,836,200,831,898,902,225,1078,1119,990,-25,-247,-221,-88,2,24,37,42,33,428,711,886,35,452,748,928,26,44,-20,-4,2668,2670,2515,2495,2496,10.79438069,11.60769107,11.559064,14.00281875,14.46437227,12.68677756,-3.208438062,-2.856681209,-1.127713561,0.311751067,0.478267895,0.538226927,5.559560691,9.190499273,11.35402517,5.871311758,9.668767168,11.8922521
50,3,7,5,147,Arkansas,Woodruff County,6272,6224,6146,6057,5964,-48,-78,-89,-93,13,66,69,70,25,119,106,102,-12,-53,-37,-32,0,0,0,0,-32,-28,-53,-61,-32,-28,-53,-61,-4,3,1,0,108,108,108,108,108,10.67097817,11.30869458,11.64628567,19.24009701,17.37277719,16.97030197,-8.569118836,-6.064082603,-5.324016305,0,0,0,-4.527081649,-8.686388593,-10.14890608,-4.527081649,-8.686388593,-10.14890608
50,3,7,5,149,Arkansas,Yell County,20256,20212,20135,20091,20044,-44,-77,-44,-47,57,250,255,254,58,319,299,277,-1,-69,-44,-23,2,19,22,27,-44,-40,-11,-53,-42,-21,11,-26,-1,13,-11,2,242,242,242,242,242,12.39249511,12.67836723,12.65728167,15.81282375,14.86600706,13.80341348,-3.420328649,-2.187639835,-1.146131805,0.941829628,1.093819918,1.345459076,-1.982799217,-0.546909959,-2.641086334,-1.040969589,0.546909959,-1.295627258
